procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 7  0  16592 6197232 1660224 16487348    0    0     0   101 3129 4383 32  0 68  0  0 2018-03-21 09:06:58
 7  0  16592 6199928 1660224 16487356    0    0     0     0 2948 2686 30  0 70  0  0 2018-03-21 09:06:59
 7  0  16592 6206204 1660224 16487400    0    0     0     0 3082 4585 32  0 68  0  0 2018-03-21 09:07:00
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 7  0  16592 6212252 1660224 16487404    0    0     0     0 2821 2177 30  0 70  0  0 2018-03-21 09:07:01
 7  0  16592 6218272 1660224 16487412    0    0     0    80 2947 4125 32  0 68  0  0 2018-03-21 09:07:02
 7  0  16592 6226588 1660224 16487436    0    0     0   159 3052 2760 30  0 70  0  0 2018-03-21 09:07:03
 7  0  16592 6238748 1660224 16487440    0    0     0     5 2937 3486 31  0 69  0  0 2018-03-21 09:07:04
 7  0  16592 6237648 1660224 16487460    0    0     0    43 3040 2671 31  0 69  0  0 2018-03-21 09:07:05
 7  0  16592 6244096 1660224 16487468    0    0     0     7 2968 3955 32  0 67  0  0 2018-03-21 09:07:06
 7  0  16592 6243908 1660224 16487476    0    0     0     0 2775 2297 30  0 70  0  0 2018-03-21 09:07:07
 7  0  16592 6240692 1660224 16487516    0    0     0   150 3038 3691 32  0 68  0  0 2018-03-21 09:07:08
 8  0  16592 6240584 1660224 16487524    0    0     0     4 2797 2039 30  0 70  0  0 2018-03-21 09:07:09
 8  0  16592 6244532 1660224 16487528    0    0     0   113 2842 3053 31  0 69  0  0 2018-03-21 09:07:10
 7  0  16592 6257140 1660224 16487556    0    0     0    39 2904 3291 31  0 69  0  0 2018-03-21 09:07:11
 7  0  16592 6256900 1660224 16487560    0    0     0     0 2899 4159 32  0 68  0  0 2018-03-21 09:07:12
 7  0  16592 6263044 1660224 16487576    0    0     0    58 2876 3124 30  0 69  0  0 2018-03-21 09:07:13
 7  0  16592 6268980 1660224 16487584    0    0     0   257 2798 3267 31  0 69  0  0 2018-03-21 09:07:14
 7  0  16592 6269096 1660224 16487616    0    0     0     0 2870 3133 31  0 69  0  0 2018-03-21 09:07:15
 7  0  16592 6273052 1660224 16487636    0    0     0    62 2935 3259 31  0 69  0  0 2018-03-21 09:07:16
 7  0  16592 6274368 1660224 16487656    0    0     0     0 2846 3123 31  0 69  0  0 2018-03-21 09:07:17
 7  0  16592 6278768 1660228 16487668    0    0     0    47 2905 2950 31  0 69  0  0 2018-03-21 09:07:18
 7  0  16592 6281872 1660228 16487684    0    0     0    74 2928 4084 31  0 69  0  0 2018-03-21 09:07:19
14  0  16592 6284036 1660228 16487696    0    0     0     0 2862 2705 31  0 69  0  0 2018-03-21 09:07:20
 7  0  16592 6286368 1660228 16487704    0    0     0    74 2897 2903 31  0 69  0  0 2018-03-21 09:07:21
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 7  0  16592 6294736 1660228 16487700    0    0     0    46 2926 3595 32  0 68  0  0 2018-03-21 09:07:22
 7  0  16592 6298504 1660232 16487724    0    0     0    52 2958 3380 31  0 69  0  0 2018-03-21 09:07:23
 7  0  16592 6302260 1660232 16487740    0    0     0    59 2953 2724 30  0 69  0  0 2018-03-21 09:07:24
 7  0  16592 6307076 1660232 16487796    0    0     0     0 3076 4601 32  0 68  0  0 2018-03-21 09:07:25
 7  0  16592 6310884 1660232 16487804    0    0     0    10 2882 2490 31  0 69  0  0 2018-03-21 09:07:26
 8  0  16592 6314752 1660232 16487820    0    0     0     0 2921 3540 32  0 68  0  0 2018-03-21 09:07:27
 7  0  16592 6320344 1660236 16487832    0    0     0   281 3066 2943 31  0 69  0  0 2018-03-21 09:07:28
 9  0  16592 6324292 1660236 16487852    0    0     0     0 2914 3619 31  0 69  0  0 2018-03-21 09:07:29
 7  0  16592 6327884 1660236 16487872    0    0     0     0 2922 3242 31  0 69  0  0 2018-03-21 09:07:30
 7  0  16592 6332012 1660236 16487900    0    0     0     0 2932 2936 31  0 69  0  0 2018-03-21 09:07:31
 7  0  16592 6335592 1660236 16487916    0    0     0     0 3042 3704 33  0 67  0  0 2018-03-21 09:07:32
 8  0  16592 6337084 1660236 16487932    0    0     0    80 2925 2581 30  0 69  0  0 2018-03-21 09:07:33
 7  0  16592 6340804 1660236 16487976    0    0     0   141 3004 3065 31  0 68  0  0 2018-03-21 09:07:34
 7  0  16592 6345108 1660236 16487988    0    0     0     5 2976 2846 31  0 69  0  0 2018-03-21 09:07:35
 7  0  16592 6354968 1660236 16488000    0    0     0    22 2878 2710 31  0 69  0  0 2018-03-21 09:07:36
 7  0  16592 6360752 1660236 16487992    0    0     0     0 2946 3425 33  0 67  0  0 2018-03-21 09:07:37
 7  0  16592 6365164 1660236 16488004    0    0     0     6 2974 2602 31  0 69  0  0 2018-03-21 09:07:38
 8  0  16592 6371048 1660240 16488008    0    0     0   157 3098 3491 31  0 68  0  0 2018-03-21 09:07:39
 8  0  16592 6375084 1660240 16488040    0    0     0     4 2941 3816 32  0 68  0  0 2018-03-21 09:07:40
 7  0  16592 6373684 1660240 16488068    0    0     0    81 2937 2215 31  0 69  0  0 2018-03-21 09:07:41
 7  0  16592 6379436 1660240 16488072    0    0     0     1 2942 3862 32  0 67  0  0 2018-03-21 09:07:42
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 7  0  16592 6385312 1660240 16488092    0    0     0    13 2904 2645 31  0 69  0  0 2018-03-21 09:07:43
 8  0  16592 6384848 1660248 16488108    0    0     0   164 3212 5199 33  0 67  0  0 2018-03-21 09:07:44
 7  0  16592 6384864 1660248 16488140    0    0     0    90 3077 2693 31  0 69  0  0 2018-03-21 09:07:45
 7  0  16592 6393236 1660248 16488172    0    0     0     0 3053 4072 32  0 68  0  0 2018-03-21 09:07:46
 7  0  16592 6369660 1660248 16488200    0    0     0     0 3041 3381 31  0 69  0  0 2018-03-21 09:07:47
 7  0  16592 6372772 1660248 16488268    0    0     0  2945 3886 3576 31  0 67  2  0 2018-03-21 09:07:48
 7  0  16592 6366404 1660252 16488296    0    0     0    48 2960 3764 31  0 69  0  0 2018-03-21 09:07:49
 7  0  16592 6366436 1660252 16488308    0    0     0   167 3049 3799 32  0 68  0  0 2018-03-21 09:07:50
 7  0  16592 6364116 1660252 16488320    0    0     0    29 2970 3488 30  0 69  0  0 2018-03-21 09:07:51
 8  0  16592 6362132 1660252 16488316    0    0     0     1 3192 5647 34  0 66  0  0 2018-03-21 09:07:52
 7  0  16592 6361496 1660252 16488332    0    0     0    81 2930 4367 32  0 68  0  0 2018-03-21 09:07:53
 7  0  16592 6362836 1660260 16488340    0    0     0    52 2993 7047 33  0 67  0  0 2018-03-21 09:07:54
 7  0  16592 6361996 1660260 16488348    0    0     0    83 3087 9200 32  0 68  0  0 2018-03-21 09:07:55
 7  0  16592 6353760 1660260 16488328    0    0     0     0 3002 6539 33  0 67  0  0 2018-03-21 09:07:56
 8  0  16592 6353140 1660260 16488352    0    0     0     0 2953 7418 32  0 68  0  0 2018-03-21 09:07:57
 7  0  16592 6348028 1660260 16488368    0    0     0     0 2980 3922 32  0 68  0  0 2018-03-21 09:07:58
 7  0  16592 6347400 1660264 16488372    0    0     0   277 3142 5285 32  0 67  0  0 2018-03-21 09:07:59
 7  0  16592 6343616 1660264 16488392    0    0     0    77 3071 3525 32  0 68  0  0 2018-03-21 09:08:00
 7  0  16592 6343628 1660264 16488400    0    0     0     0 2968 4780 32  0 67  0  0 2018-03-21 09:08:01
 7  0  16592 6344968 1660264 16488424    0    0     0    10 2989 5104 33  0 67  0  0 2018-03-21 09:08:02
 8  0  16592 6325536 1660264 16488420    0    0     0    19 3223 7065 33  0 66  0  0 2018-03-21 09:08:03
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 7  0  16592 6318284 1660272 16488436    0    0     0    52 3081 5438 33  0 67  0  0 2018-03-21 09:08:04
 7  0  16592 6319476 1660272 16488476    0    0     0     4 3049 3515 31  0 68  0  0 2018-03-21 09:08:05
 7  0  16592 6318896 1660272 16488504    0    0     0     0 2910 2563 30  0 69  0  0 2018-03-21 09:08:06
 7  0  16592 6317516 1660272 16488516    0    0     0   206 3121 3051 32  0 68  0  0 2018-03-21 09:08:07
 7  0  16592 6319820 1660272 16488508    0    0     0     0 3058 3598 32  0 68  0  0 2018-03-21 09:08:08
 7  1  16592 6320792 1660272 16488528    0    0     0    85 3030 3229 32  0 68  0  0 2018-03-21 09:08:09
 7  1  16592 6330380 1660272 16488544    0    0     0    74 3094 3136 32  0 67  1  0 2018-03-21 09:08:10
 7  1  16592 6332024 1660272 16488544    0    0     0     1 3016 2611 31  0 65  4  0 2018-03-21 09:08:11
 7  0  16592 6309064 1660272 16488560    0    0     0    33 3079 3538 33  0 66  1  0 2018-03-21 09:08:12
 7  0  16592 6310616 1660272 16488572    0    0     0    14 2903 2509 31  0 69  0  0 2018-03-21 09:08:13
24  0  16592 6316912 1660272 16488600    0    0     0    79 3045 4060 32  0 68  0  0 2018-03-21 09:08:14
 7  0  16592 6317444 1660272 16488612    0    0     0   111 3136 3255 32  0 68  0  0 2018-03-21 09:08:15
 7  0  16592 6317828 1660272 16488612    0    0     0     4 2995 3242 31  0 69  0  0 2018-03-21 09:08:16
 7  0  16592 6321364 1660272 16488624    0    0     0     0 2921 2896 31  0 69  0  0 2018-03-21 09:08:17
 7  0  16592 6321080 1660272 16488668    0    0     0   101 2969 2942 30  0 69  0  0 2018-03-21 09:08:18
 7  0  16592 6326812 1660272 16488664    0    0     0     7 3132 2832 31  0 69  0  0 2018-03-21 09:08:19
 9  0  16592 6328960 1660272 16488672    0    0     0   227 3013 3322 31  0 69  0  0 2018-03-21 09:08:20
 8  0  16592 6326380 1660272 16488720    0    0     0    38 2989 2477 30  0 69  0  0 2018-03-21 09:08:21
 7  0  16592 6326488 1660272 16488744    0    0     0     0 2899 3659 31  0 69  0  0 2018-03-21 09:08:22
 7  0  16592 6330972 1660272 16488732    0    0     0    37 2965 2747 31  0 69  0  0 2018-03-21 09:08:23
 7  0  16592 6331044 1660272 16488760    0    0     0     1 2750 2614 30  0 70  0  0 2018-03-21 09:08:24
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 9  0  16592 6337020 1660272 16488792    0    0     0   115 3130 3008 31  0 69  0  0 2018-03-21 09:08:25
 7  0  16592 6335028 1660272 16488808    0    0     0    10 2954 3127 31  0 68  0  0 2018-03-21 09:08:26
 7  0  16592 6336068 1660272 16488792    0    0     0    78 2964 3393 32  0 68  0  0 2018-03-21 09:08:27
 7  0  16592 6333776 1660272 16488804    0    0     0     0 3022 2751 32  0 67  0  0 2018-03-21 09:08:28
 7  0  16592 6328744 1660272 16488820    0    0     0   246 3099 2946 33  0 67  0  0 2018-03-21 09:08:29
 7  0  16592 6303096 1660272 16488868    0    0     0    51 3110 3126 32  0 67  0  0 2018-03-21 09:08:30
 7  0  16592 6300672 1660272 16488888    0    0     0   114 2999 3145 31  0 69  0  0 2018-03-21 09:08:31
 7  0  16592 6304376 1660272 16488888    0    0     0     0 2925 3412 32  0 67  0  0 2018-03-21 09:08:32
 7  0  16592 6306484 1660272 16488896    0    0     0    51 3018 3265 31  0 69  0  0 2018-03-21 09:08:33
 7  0  16592 6305956 1660272 16488936    0    0     0   142 3076 2957 32  0 68  0  0 2018-03-21 09:08:34
 7  0  16592 6295416 1660272 16488964    0    0     0    80 3037 3676 32  0 68  0  0 2018-03-21 09:08:35
 7  0  16592 6300368 1660272 16488980    0    0     0    39 2889 2202 30  0 70  0  0 2018-03-21 09:08:36
 7  0  16592 6285740 1660272 16488992    0    0     0     0 2929 3154 32  0 68  0  0 2018-03-21 09:08:37
11  0  16592 6281936 1660272 16488992    0    0     0     0 2995 2881 33  0 67  0  0 2018-03-21 09:08:38
 7  0  16592 6281928 1660272 16488996    0    0     0    37 3006 3451 31  0 68  0  0 2018-03-21 09:08:39
 7  0  16592 6278596 1660280 16489012    0    0     0    36 2860 2479 30  0 69  0  0 2018-03-21 09:08:40
 7  0  16592 6278976 1660280 16489016    0    0     0     0 2886 3365 31  0 69  0  0 2018-03-21 09:08:41
 7  0  16592 6283180 1660280 16489028    0    0     0     0 2962 2842 32  0 68  0  0 2018-03-21 09:08:42
 7  0  16592 6286972 1660280 16489044    0    0     0    13 2953 3520 32  0 68  0  0 2018-03-21 09:08:43
 7  0  16592 6288764 1660280 16489052    0    0     0    70 2933 3086 31  0 69  0  0 2018-03-21 09:08:44
 7  0  16592 6290880 1660284 16489072    0    0     0    36 3054 3569 31  0 68  0  0 2018-03-21 09:08:45
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 7  0  16592 6272020 1660288 16489108    0    0     0   131 3037 2802 31  0 69  0  0 2018-03-21 09:08:46
 7  0  16592 6282500 1660288 16489132    0    0     0     0 3115 3538 32  0 68  0  0 2018-03-21 09:08:47
 7  0  16592 6280560 1660288 16489176    0    0     0    12 3138 3741 33  0 66  0  0 2018-03-21 09:08:48
 7  0  16592 6280112 1660288 16489188    0    0     0  2994 3721 3166 31  0 68  1  0 2018-03-21 09:08:49
 7  0  16592 6271092 1660292 16489204    0    0     0    59 3116 3634 32  0 68  0  0 2018-03-21 09:08:50
 7  0  16592 6258456 1660292 16489216    0    0     0   116 2954 3059 31  0 69  0  0 2018-03-21 09:08:51
 7  0  16592 6251292 1660292 16489228    0    0     0    35 2906 3226 31  0 69  0  0 2018-03-21 09:08:52
 7  0  16592 6260428 1660292 16489244    0    0     0    14 2827 2886 31  0 69  0  0 2018-03-21 09:08:53
 7  0  16592 6257860 1660292 16489248    0    0     0     1 2923 2955 31  0 69  0  0 2018-03-21 09:08:54
 7  0  16592 6254120 1660296 16489260    0    0     0    55 2988 2749 31  0 68  0  0 2018-03-21 09:08:55
 7  0  16592 6252388 1660296 16489284    0    0     0    72 2898 3194 32  0 68  0  0 2018-03-21 09:08:56
 7  0  16592 6253028 1660296 16489308    0    0     0     4 2871 2195 30  0 69  0  0 2018-03-21 09:08:57
 7  0  16592 6249976 1660296 16489316    0    0     0    54 3057 3699 32  0 68  0  0 2018-03-21 09:08:58
 7  0  16592 6247796 1660296 16489336    0    0     0     0 2822 3114 31  0 69  0  0 2018-03-21 09:08:59
 9  1  16592 6243804 1660300 16489348    0    0     0   219 3223 3135 32  0 68  0  0 2018-03-21 09:09:00
 7  0  16592 6227028 1660300 16489352    0    0     0   127 3470 3105 32  0 68  0  0 2018-03-21 09:09:01
 7  0  16592 6220592 1660300 16489412    0    0     0     4 2961 2704 31  0 69  0  0 2018-03-21 09:09:02
 7  0  16592 6205472 1660300 16489436    0    0     0    35 3029 4072 32  0 68  0  0 2018-03-21 09:09:03
 7  0  16592 6199712 1660300 16489452    0    0     0     1 2942 3095 32  0 68  0  0 2018-03-21 09:09:04
 7  0  16592 6202080 1660300 16489468    0    0     0     0 2957 3259 31  0 69  0  0 2018-03-21 09:09:05
 7  0  16592 6193820 1660300 16489504    0    0     0   118 2938 2765 31  0 68  0  0 2018-03-21 09:09:06
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 7  0  16592 6193296 1660300 16489596    0    0     0     4 4100 3949 31  1 68  0  0 2018-03-21 09:09:07
 7  0  16592 6184872 1660300 16489660    0    0     0     0 2960 2928 32  0 68  0  0 2018-03-21 09:09:08
 7  0  16592 6185528 1660300 16489696    0    0     0    87 3196 3243 31  0 68  0  0 2018-03-21 09:09:09
 8  0  16592 6183576 1660300 16489716    0    0     0     1 2978 3475 32  0 68  0  0 2018-03-21 09:09:10
 7  0  16592 6179152 1660300 16489728    0    0     0   140 3082 3202 31  0 68  0  0 2018-03-21 09:09:11
 7  0  16592 6181232 1660300 16489752    0    0     0    44 2863 2523 31  0 69  0  0 2018-03-21 09:09:12
23  0  16592 6173016 1660300 16489756    0    0     0    13 2996 3608 33  0 67  0  0 2018-03-21 09:09:13
 8  0  16592 6168788 1660300 16489764    0    0     0     1 2807 2532 30  0 70  0  0 2018-03-21 09:09:14
 7  0  16592 6155664 1660300 16489776    0    0     0   102 3132 3927 32  0 68  0  0 2018-03-21 09:09:15
 7  0  16592 6151016 1660300 16489784    0    0     0   116 3087 2963 31  0 69  0  0 2018-03-21 09:09:16
 8  0  16592 6149524 1660300 16489800    0    0     0    64 2900 2389 31  0 69  0  0 2018-03-21 09:09:17
 7  0  16592 6138760 1660300 16489804    0    0     0     0 2929 4018 32  0 68  0  0 2018-03-21 09:09:18
 7  0  16592 6136760 1660300 16489820    0    0     0     0 2936 3125 32  0 68  0  0 2018-03-21 09:09:19
 7  0  16592 6138628 1660300 16489840    0    0     0    85 2853 3228 31  0 69  0  0 2018-03-21 09:09:20
 7  0  16592 6126208 1660300 16489844    0    0     0     1 2959 3060 32  0 68  0  0 2018-03-21 09:09:21
 7  0  16592 6110044 1660300 16489844    0    0     0   171 3128 4177 34  0 66  0  0 2018-03-21 09:09:22
 7  0  16592 6103916 1660300 16489860    0    0     0    17 2904 2758 32  0 68  0  0 2018-03-21 09:09:23
 7  0  16592 6091604 1660300 16489888    0    0     0     1 2880 2906 31  0 69  0  0 2018-03-21 09:09:24
 7  0  16592 6086784 1660300 16489876    0    0     0     0 2944 3220 31  0 69  0  0 2018-03-21 09:09:25
 7  0  16592 6081156 1660300 16489884    0    0     0    54 2940 2850 31  0 68  0  0 2018-03-21 09:09:26
 7  0  16592 6076876 1660300 16489912    0    0     0   111 2975 2711 32  0 68  0  0 2018-03-21 09:09:27
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 8  0  16592 6057992 1660300 16489928    0    0     0     6 3157 3479 34  0 65  0  0 2018-03-21 09:09:28
 7  0  16592 6053796 1660300 16489908    0    0     0     0 2861 2583 32  0 68  0  0 2018-03-21 09:09:29
 7  0  16592 6034688 1660300 16489928    0    0     0     0 2971 3270 32  0 68  0  0 2018-03-21 09:09:30
 7  0  16592 6016804 1660300 16489980    0    0     0   194 3020 2994 32  0 68  0  0 2018-03-21 09:09:31
 7  0  16592 6008052 1660304 16489992    0    0     0   171 2984 3445 32  0 68  0  0 2018-03-21 09:09:32
 7  0  16592 5995396 1660304 16490004    0    0     0    17 2876 3150 30  0 69  0  0 2018-03-21 09:09:33
 7  0  16592 5987316 1660304 16490004    0    0     0    63 2962 2544 31  0 68  0  0 2018-03-21 09:09:34
 7  0  16592 5981540 1660304 16490036    0    0     0     0 2955 3796 32  0 68  0  0 2018-03-21 09:09:35
 8  0  16592 5981232 1660304 16490048    0    0     0    50 2979 2683 31  0 68  0  0 2018-03-21 09:09:36
 7  0  16592 5975356 1660308 16490068    0    0     0   135 2998 3127 32  0 68  0  0 2018-03-21 09:09:37
 7  0  16592 5973180 1660308 16490080    0    0     0     1 2822 2297 30  0 70  0  0 2018-03-21 09:09:38
 7  0  16592 5950344 1660308 16490100    0    0     0    33 3175 4016 32  1 67  0  0 2018-03-21 09:09:39
 7  0  16592 5943024 1660308 16490124    0    0     0     1 2975 3259 32  0 68  0  0 2018-03-21 09:09:40
 7  0  16592 5940144 1660308 16490132    0    0     0    36 2874 2521 31  0 69  0  0 2018-03-21 09:09:41
 7  0  16592 5927844 1660308 16490168    0    0     0   104 3031 3665 32  0 67  0  0 2018-03-21 09:09:42
